1,000656,50,20,60,50,30,30,50,40,40,2023-01-12
1,000657,30,40,60,40,40,30,10,30,60,2023-01-12
1,000658,30,50,50,50,40,40,10,40,70,2023-01-12
1,000661,60,70,60,50,50,60,0,40,60,2023-01-12
1,000662,40,60,50,50,50,40,0,30,60,2023-01-12
1,000664,50,60,40,50,50,40,0,40,40,2023-01-12
1,000665,40,30,60,50,30,30,20,30,50,2023-01-12
1,000666,50,40,60,60,30,60,0,30,60,2023-01-12
1,000668,30,90,40,40,40,40,0,40,50,2023-01-12
1,000669,50,30,40,50,40,40,40,40,50,2023-01-12
1,000670,20,60,60,50,60,50,0,50,70,2023-01-12
1,000672,50,40,50,40,40,20,0,30,40,2023-01-12
1,000673,60,20,50,30,20,20,80,10,40,2023-01-12
1,000676,40,60,60,60,50,50,0,50,70,2023-01-12
1,000694,30,50,60,40,40,40,0,20,50,2023-01-12
1,000696,30,70,60,60,50,40,0,50,60,2023-01-12
1,000697,40,60,70,50,40,30,0,40,70,2023-01-12
1,000698,50,60,30,50,20,30,0,50,30,2023-01-12
1,000700,40,50,40,50,30,40,10,30,50,2023-01-12
1,000701,30,60,50,40,40,30,0,30,50,2023-01-12
1,000702,40,50,50,40,30,30,0,30,50,2023-01-12
1,000703,50,10,70,30,30,20,0,20,70,2023-01-12
1,000704,30,60,70,60,40,40,0,20,60,2023-01-12
1,000706,40,50,70,50,40,40,0,50,60,2023-01-12
1,000707,40,50,60,40,20,30,0,40,40,2023-01-12
1,000708,40,50,60,50,30,30,0,30,60,2023-01-12
1,000710,30,20,70,30,40,30,0,40,60,2023-01-12
1,000712,40,50,60,50,20,30,20,40,60,2023-01-12
1,000714,30,50,60,60,40,40,0,40,50,2023-01-12
1,000715,40,20,10,70,40,20,70,10,80,2023-01-12
1,000729,50,40,40,40,30,20,0,30,50,2023-01-12
1,000730,30,50,50,60,30,20,50,20,60,2023-01-12
1,000732,60,40,70,70,40,50,0,60,60,2023-01-12
1,000734,50,40,50,60,30,40,0,50,60,2023-01-12
1,000738,40,70,60,60,40,40,10,40,80,2023-01-12
1,000742,50,50,60,50,30,30,0,50,60,2023-01-12
1,000743,50,50,60,50,30,40,0,40,70,2023-01-12
1,000746,30,60,40,60,40,50,0,40,50,2023-01-12
1,000747,40,50,50,50,30,20,0,30,60,2023-01-12
1,000748,60,40,40,60,30,40,0,30,40,2023-01-12
1,000838,30,70,60,60,40,50,0,40,60,2023-01-12
1,000839,50,60,60,60,40,50,0,30,70,2023-01-12
1,000843,50,40,50,50,30,30,0,30,50,2023-01-12
1,000844,60,30,80,70,40,40,0,60,70,2023-01-12
1,000845,40,60,70,60,40,60,0,30,60,2023-01-12
1,000846,50,30,60,60,30,30,60,30,70,2023-01-12
1,000847,50,40,80,40,30,30,10,20,80,2023-01-12
1,000848,50,30,50,30,30,40,40,30,60,2023-01-12
1,000849,30,60,70,60,40,50,0,40,70,2023-01-12
1,000850,50,50,70,70,50,40,50,30,80,2023-01-12
1,000856,40,50,60,50,40,30,0,40,50,2023-01-12
1,000858,50,40,50,50,30,30,30,30,70,2023-01-12
1,000860,60,40,50,60,40,30,10,30,40,2023-01-12
1,000862,40,60,50,60,40,50,10,50,40,2023-01-12
1,000863,60,60,50,60,40,50,0,40,50,2023-01-12
1,000864,40,80,40,60,30,50,0,40,40,2023-01-12
1,000865,50,40,40,40,40,30,20,40,50,2023-01-12
1,000867,50,40,60,50,40,60,0,40,50,2023-01-12
1,000869,60,20,60,60,40,30,80,30,70,2023-01-12
1,000870,40,50,40,30,30,40,0,30,30,2023-01-12
1,000872,30,40,60,60,50,60,0,40,60,2023-01-12
1,000873,40,60,50,60,40,50,0,40,60,2023-01-12
1,000874,50,60,40,50,30,40,10,50,60,2023-01-12
1,000875,40,70,60,40,20,40,0,40,70,2023-01-12
1,000876,60,60,50,60,30,30,10,30,60,2023-01-12
1,000877,40,70,60,40,40,60,0,30,70,2023-01-12
1,000878,50,30,50,60,40,30,40,50,80,2023-01-12
1,000879,30,60,60,50,30,50,0,40,60,2023-01-12
1,000880,30,40,50,60,30,40,20,50,60,2023-01-12
1,000886,60,30,70,60,40,30,40,30,90,2023-01-12
1,000887,40,60,10,40,50,50,10,20,80,2023-01-12
1,000890,50,40,60,60,50,40,0,50,80,2023-01-12
1,000891,60,40,40,50,30,30,0,30,60,2023-01-12
1,000909,50,40,60,50,50,50,10,50,40,2023-01-12
