2,000716,40,60,50,50,40,30,0,50,50,2023-01-12
2,000717,50,30,40,50,50,30,50,40,50,2023-01-12
2,000719,50,70,50,50,50,40,0,30,50,2023-01-12
2,000720,50,40,40,50,50,40,20,30,50,2023-01-12
2,000721,50,50,50,50,40,30,0,40,40,2023-01-12
2,000722,60,20,50,50,60,20,80,40,60,2023-01-12
2,000724,50,60,60,60,50,40,10,50,40,2023-01-12
2,000725,40,70,60,60,40,50,0,60,60,2023-01-12
2,000727,60,50,50,60,40,30,20,30,70,2023-01-12
2,000728,80,80,50,80,40,40,10,30,80,2023-01-12
2,000749,60,40,60,50,40,50,0,50,60,2023-01-12
2,000755,40,40,70,60,50,70,0,50,50,2023-01-12
2,000756,50,40,50,50,40,30,0,30,60,2023-01-12
2,000757,50,50,70,50,40,30,10,30,60,2023-01-12
2,000760,80,30,50,60,50,40,0,30,50,2023-01-12
2,000761,60,40,50,50,40,60,10,40,50,2023-01-12
2,000763,60,60,50,60,40,40,10,30,60,2023-01-12
2,000767,60,50,60,60,40,60,0,40,40,2023-01-12
2,000772,50,60,60,50,40,50,0,40,50,2023-01-12
2,000775,60,60,70,70,40,40,20,40,70,2023-01-12
2,000777,50,30,60,50,40,30,30,50,80,2023-01-12
2,000781,40,60,60,60,50,50,10,60,50,2023-01-12
2,000783,40,50,30,40,40,20,10,30,30,2023-01-12
2,000785,50,60,70,50,50,60,0,50,60,2023-01-12
2,000786,60,70,80,80,60,40,10,70,70,2023-01-12
2,000788,60,50,40,30,30,40,0,30,30,2023-01-12
2,000789,40,60,50,50,40,50,20,50,50,2023-01-12
2,000791,50,70,60,50,40,50,0,30,40,2023-01-12
2,000792,60,50,50,50,40,40,10,40,40,2023-01-12
2,000794,40,60,80,70,60,70,0,60,80,2023-01-12
2,000796,40,50,40,50,40,30,10,40,60,2023-01-12
2,000797,40,60,40,40,30,30,0,30,50,2023-01-12
2,000804,30,40,70,60,50,30,0,40,70,2023-01-12
2,000805,40,60,40,50,30,30,0,30,70,2023-01-12
2,000806,50,40,30,30,40,30,20,30,30,2023-01-12
2,000807,40,30,70,70,50,60,40,30,70,2023-01-12
2,000811,70,40,40,70,30,40,10,60,60,2023-01-12
2,000813,50,60,60,60,40,30,0,40,60,2023-01-12
2,000814,40,40,50,50,40,30,0,40,60,2023-01-12
2,000815,40,50,40,40,30,20,10,50,60,2023-01-12
2,000818,40,50,60,50,40,30,0,30,70,2023-01-12
2,000819,60,40,40,50,30,30,30,30,60,2023-01-12
2,000825,30,60,50,50,40,40,0,40,60,2023-01-12
2,000827,40,30,90,70,50,40,10,70,50,2023-01-12
2,000828,40,50,40,40,40,40,0,30,40,2023-01-12
2,000830,50,40,50,40,40,50,10,40,70,2023-01-12
2,000834,40,60,60,50,30,40,10,20,60,2023-01-12
2,000835,50,50,50,60,40,40,0,30,50,2023-01-12
2,000863,50,50,50,40,40,30,0,40,60,2023-01-12
2,000837,50,40,70,60,50,30,0,40,60,2023-01-12
2,000838,30,70,60,60,50,40,0,60,60,2023-01-12
2,000839,50,60,50,60,30,60,0,40,60,2023-01-12
2,000843,60,40,50,60,40,40,0,30,50,2023-01-12
2,000844,50,30,80,70,50,40,10,50,60,2023-01-12
2,000845,50,40,60,40,40,50,10,40,50,2023-01-12
2,000846,60,30,60,60,40,30,60,40,70,2023-01-12
2,000847,60,50,70,50,40,40,20,30,70,2023-01-12
2,000848,60,30,70,40,40,40,40,30,70,2023-01-12
2,000849,50,40,60,50,30,50,0,40,70,2023-01-12
2,000850,60,30,70,50,50,30,60,40,80,2023-01-12
2,000856,40,40,70,50,40,40,0,40,50,2023-01-12
2,000858,40,40,60,50,40,30,40,40,60,2023-01-12
2,000860,70,40,40,50,40,20,0,40,50,2023-01-12
2,000862,40,60,50,50,40,50,0,50,40,2023-01-12
2,000864,50,80,40,50,40,50,0,40,50,2023-01-12
2,000865,40,50,50,50,40,40,20,40,50,2023-01-12
2,000867,40,50,50,60,40,50,0,40,50,2023-01-12
2,000869,50,30,70,60,40,30,100,30,80,2023-01-12
2,000870,40,40,50,40,30,40,0,40,40,2023-01-12
2,000872,50,60,60,50,40,50,0,40,50,2023-01-12
2,000873,50,60,50,60,40,40,0,40,60,2023-01-12
2,000874,60,40,50,40,40,30,20,40,50,2023-01-12
2,000875,50,70,60,40,30,40,0,30,60,2023-01-12
2,000876,60,60,50,50,30,30,10,40,50,2023-01-12
2,000877,50,70,60,60,60,50,0,30,70,2023-01-12
2,000878,70,40,60,60,40,30,40,40,70,2023-01-12
2,000879,50,50,50,50,40,50,0,40,40,2023-01-12
2,000880,40,40,60,50,40,30,10,40,60,2023-01-12
2,000886,60,30,60,60,40,40,40,30,90,2023-01-12
2,000887,40,60,20,50,40,50,0,40,80,2023-01-12
2,000890,40,40,70,70,40,40,10,50,80,2023-01-12
2,000891,50,40,40,40,30,30,0,40,60,2023-01-12
2,000909,40,50,60,60,50,40,20,50,50,2023-01-12
2,000913,40,60,50,40,40,30,20,40,50,2023-01-12
2,000914,40,40,70,60,50,30,70,40,80,2023-01-12
2,000918,40,60,50,50,40,30,10,40,60,2023-01-12
2,000919,50,50,80,70,50,40,10,40,70,2023-01-12
2,000923,40,40,50,60,40,30,60,40,70,2023-01-12
2,000924,50,70,50,50,40,40,0,30,50,2023-01-12
2,000009,50,60,60,60,40,50,10,60,50,2023-01-12
2,000842,40,60,50,50,30,40,0,30,40,2023-01-12
2,000852,60,40,80,60,50,40,0,50,90,2023-01-12
2,000853,40,40,50,40,30,30,10,30,40,2023-01-12
2,000855,50,70,60,60,40,40,10,40,60,2023-01-12
2,000857,70,30,60,60,50,30,70,30,60,2023-01-12
2,000859,40,60,40,50,40,40,10,30,60,2023-01-12
2,000861,40,70,50,40,30,50,0,30,40,2023-01-12
2,000871,60,50,60,50,50,50,0,50,70,2023-01-12
2,000911,60,50,70,60,50,50,10,50,60,2023-01-12
2,000921,50,30,50,50,40,40,40,30,50,2023-01-12
2,000928,30,50,60,60,30,20,0,40,70,2023-01-12
2,000931,70,30,50,60,30,30,0,30,70,2023-01-12
2,000932,40,50,60,40,30,40,0,40,50,2023-01-12
2,M000367,40,50,60,70,40,40,40,40,70,2023-01-12
2,M000368,40,40,50,30,30,20,20,30,60,2023-01-12
2,M000369,60,20,60,20,20,20,0,20,60,2023-01-12
2,M000370,40,40,50,40,30,20,0,30,40,2023-01-12
2,M000371,50,40,50,50,30,40,0,40,50,2023-01-12
2,M000372,50,30,50,40,30,40,0,30,50,2023-01-12
2,M000373,50,50,60,50,40,40,0,30,50,2023-01-12
2,M000374,40,40,50,30,30,40,0,30,40,2023-01-12
2,M000375,40,30,40,40,30,40,0,30,50,2023-01-12
2,M000376,50,30,50,50,30,20,10,30,40,2023-01-12
2,M000377,50,50,40,40,30,30,10,30,50,2023-01-12
2,M000378,50,30,60,50,30,50,0,40,50,2023-01-12
2,M000379,50,30,60,50,40,40,30,30,60,2023-01-12
2,M000380,50,50,50,50,40,40,10,40,50,2023-01-12
2,M000381,50,30,50,50,30,30,0,40,50,2023-01-12
2,M000382,40,40,40,40,30,40,0,40,50,2023-01-12
2,M000383,40,30,60,50,40,50,20,30,60,2023-01-12
2,M000384,40,30,60,40,30,30,0,30,60,2023-01-12
2,M000385,40,50,50,30,30,20,0,20,70,2023-01-12
2,M000386,50,40,50,40,30,20,0,40,60,2023-01-12
2,M000387,60,40,50,50,30,20,0,50,60,2023-01-12
2,M000388,50,50,50,50,40,40,0,50,50,2023-01-12
2,M000389,50,40,50,60,30,30,0,30,50,2023-01-12
2,M000390,50,40,60,40,30,20,0,30,50,2023-01-12
2,M000391,60,50,50,60,30,50,0,40,60,2023-01-12
2,M000392,60,40,50,50,30,30,0,40,60,2023-01-12
2,M000393,40,60,60,50,40,40,0,40,50,2023-01-12
2,M000394,50,30,60,50,50,60,80,40,60,2023-01-12
2,M000395,40,30,40,40,40,30,10,50,50,2023-01-12
2,M000396,40,50,40,40,30,50,10,40,50,2023-01-12
2,M000397,50,70,50,50,40,40,0,40,60,2023-01-12
2,M000398,40,40,50,50,50,40,0,40,50,2023-01-12
2,M000399,40,50,40,50,40,30,0,50,50,2023-01-12
2,M000400,50,60,50,60,50,40,10,40,50,2023-01-12
2,M000401,40,50,40,60,40,40,10,50,50,2023-01-12
2,M000402,40,40,50,40,40,40,0,40,50,2023-01-12
2,000005,40,40,60,50,30,40,20,30,40,2022-11-08
2,000006,30,50,40,40,20,40,0,30,50,2022-11-08
2,000010,50,30,40,30,30,30,10,20,40,2022-11-08
2,000011,30,40,50,40,30,40,10,40,50,2022-11-08
